step,time,channel,effective_output,inst_dominance,smooth_dominance,winner,delta
156,1770939747.646150,D2,0.700461222,0.581217519,0.508785646,D2,0.140765755
157,1770939747.677044,D1,0.505247706,0.418904902,0.368698358,D2,0.141051414
157,1770939747.677044,D2,0.700867820,0.581095098,0.509749772,D2,0.141051414
158,1770939747.707648,D1,0.505759056,0.418990607,0.369368921,D2,0.141330979
158,1770939747.707648,D2,0.701330192,0.581009393,0.510699900,D2,0.141330979
159,1770939747.736665,D1,0.506139741,0.419017896,0.370030908,D2,0.141606089
159,1770939747.736665,D2,0.701779409,0.580982104,0.511636996,D2,0.141606089
160,1770939747.766483,D1,0.506550365,0.419064586,0.370684690,D2,0.141876285
160,1770939747.766483,D2,0.702214063,0.580935414,0.512560975,D2,0.141876285
161,1770939747.805312,D1,0.506819337,0.419016997,0.371329121,D2,0.142144148
161,1770939747.805312,D2,0.702724289,0.580983003,0.513473269,D2,0.142144148
162,1770939747.835514,D1,0.507072271,0.418999184,0.371964722,D2,0.142408915
162,1770939747.835514,D2,0.703126437,0.581000816,0.514373636,D2,0.142408915
163,1770939747.865666,D1,0.507311910,0.419095648,0.372593134,D2,0.142667578
163,1770939747.865666,D2,0.703180045,0.580904352,0.515260712,D2,0.142667578
164,1770939747.896041,D1,0.507771036,0.419114326,0.373213416,D2,0.142922295
164,1770939747.896041,D2,0.703762438,0.580885674,0.516135712,D2,0.142922295
165,1770939747.926881,D1,0.507916637,0.418942693,0.373823140,D2,0.143178193
165,1770939747.926881,D2,0.704460725,0.581057307,0.517001333,D2,0.143178193
166,1770939747.960484,D1,0.508378465,0.418994282,0.374425422,D2,0.143429303
166,1770939747.960484,D2,0.704951853,0.581005718,0.517854725,D2,0.143429303
167,1770939747.994009,D1,0.508665557,0.418966995,0.375019310,D2,0.143677792
167,1770939747.994009,D2,0.705429021,0.581033005,0.518697102,D2,0.143677792
168,1770939748.024490,D1,0.509029962,0.418943490,0.375604965,D2,0.143923595
168,1770939748.024490,D2,0.706002552,0.581056510,0.519528561,D2,0.143923595
169,1770939748.061776,D1,0.509290665,0.418830562,0.376181307,D2,0.144169132
169,1770939748.061776,D2,0.706691910,0.581169438,0.520350439,D2,0.144169132
170,1770939748.097389,D1,0.509728448,0.418899021,0.376750876,D2,0.144409570
170,1770939748.097389,D2,0.707100483,0.581100979,0.521160446,D2,0.144409570
171,1770939748.139735,D1,0.510089464,0.418913991,0.377313051,D2,0.144646403
171,1770939748.139735,D2,0.707557774,0.581086009,0.521959454,D2,0.144646403
172,1770939748.177682,D1,0.510417044,0.418969467,0.377868470,D2,0.144878598
172,1770939748.177682,D2,0.707850834,0.581030533,0.522747068,D2,0.144878598
173,1770939748.212121,D1,0.511022630,0.419068235,0.378417800,D2,0.145105064
